origen,destino,distancia_km
C65,C79,10.65
C65,C80,14.28
C65,C81,25.35
C65,C82,24.4
C65,C83,15.93
C65,C84,17.2
C65,C85,12.45
C65,C86,20.18
C65,C87,9.57
C65,C88,9.3
C65,C89,17.09
C65,C90,22.28
C66,C57,20.1
C66,C58,3.37
C66,C59,21.11
C66,C60,31.86
C66,C61,9.12
C66,C62,17.29
C66,C63,7.12
C66,C64,27.24
C66,C65,31.32
C66,C66,999.0
C66,C67,6.94
C66,C68,27.16
C66,C69,10.86
C66,C70,27.51
C66,C71,13.34
C66,C72,12.84
C66,C73,23.61
C66,C74,7.93
C66,C75,25.56
C66,C76,33.99
C66,C77,12.03
C66,C78,13.45
C66,C79,24.64
C66,C80,25.35
C66,C81,8.21
C66,C82,12.05
C66,C83,27.0
C66,C84,17.55
C66,C85,21.22
C66,C86,31.25
C66,C87,28.27
C66,C88,33.81
C66,C89,24.85
C66,C90,11.88
C67,C57,10.76
C67,C58,7.78
C67,C59,16.27
C67,C60,24.82
C67,C61,8.42
C67,C62,10.47
C67,C63,6.38
C67,C64,20.91
C67,C65,27.31
C67,C66,5.54
C67,C67,999.0
C67,C68,22.32
C67,C69,6.02
C67,C70,22.68
C67,C71,15.3
C67,C72,8.0
C67,C73,18.78
C67,C74,0.94
C67,C75,18.74
C67,C76,26.95
C67,C77,15.66
C67,C78,8.17
C67,C79,19.8
C67,C80,20.51
C67,C81,8.17
C67,C82,7.22
C67,C83,22.17
C67,C84,12.71
C67,C85,13.85
C67,C86,26.42
C67,C87,21.93
C67,C88,23.82
C67,C89,20.02
C67,C90,7.05
C68,C57,14.93
C68,C58,27.43
C68,C59,6.27
C68,C60,8.34
C68,C61,30.06
C68,C62,18.46
C68,C63,21.22
C68,C64,14.26
C68,C65,12.79
C68,C66,25.18
C68,C67,24.26
C68,C68,999.0
C68,C69,16.53
C68,C70,2.47
C68,C71,27.77
C68,C72,17.4
C68,C73,7.59
C68,C74,21.46
C68,C75,19.38
C68,C76,12.43
C68,C77,35.3
C68,C78,19.44
C68,C79,1.73
C68,C80,4.68
C68,C81,20.64
C68,C82,19.68
C68,C83,4.32
C68,C84,10.81
C68,C85,10.54
C68,C86,9.67
C68,C87,17.12
C68,C88,4.06
C68,C89,8.83
C68,C90,15.15
C69,C57,8.23
C69,C58,12.03
C69,C59,10.65
C69,C60,19.2
C69,C61,14.63
C69,C62,9.05
C69,C63,6.86
C69,C64,20.47
C69,C65,21.68
C69,C66,9.79
C69,C67,6.44
C69,C68,16.7
C69,C69,999.0
C69,C70,17.05
C69,C71,12.34
C69,C72,4.87
C69,C73,13.15
C69,C74,6.06
C69,C75,17.32
C69,C76,21.32
C69,C77,19.91
C69,C78,5.12
C69,C79,14.18
C69,C80,14.89
C69,C81,5.49
C69,C82,4.53
C69,C83,16.54
C69,C84,7.81
C69,C85,11.19
C69,C86,20.79
C69,C87,21.49
C69,C88,18.19
C69,C89,14.39
C69,C90,2.67
C70,C57,15.67
C70,C58,28.17
C70,C59,7.02
C70,C60,8.49
C70,C61,30.81
C70,C62,19.2
C70,C63,21.97
C70,C64,15.0
C70,C65,13.54
C70,C66,25.93
C70,C67,25.01
C70,C68,2.42
C70,C69,17.28
C70,C70,999.0
C70,C71,28.52
C70,C72,18.15
C70,C73,8.73
C70,C74,22.21
C70,C75,20.13
C70,C76,13.18
C70,C77,36.05
C70,C78,20.18
C70,C79,2.47
C70,C80,5.82
C70,C81,21.38
C70,C82,20.43
C70,C83,5.46
C70,C84,11.94
C70,C85,11.28
C70,C86,8.89
C70,C87,17.07
C70,C88,4.21
C70,C89,9.97
C70,C90,15.9
C71,C57,15.08
C71,C58,10.09
C71,C59,21.1
C71,C60,26.84
C71,C61,4.0
C71,C62,9.3
C71,C63,17.82
C71,C64,19.74
C71,C65,23.82
C71,C66,19.55
C71,C67,14.21
C71,C68,27.15
C71,C69,12.8
C71,C70,27.51
C71,C71,999.0
C71,C72,15.24
C71,C73,23.61
C71,C74,14.66
C71,C75,17.57
C71,C76,24.14
C71,C77,29.67
C71,C78,8.29
C71,C79,24.63
C71,C80,25.35
C71,C81,17.24
C71,C82,16.28
C71,C83,27.0
C71,C84,18.27
C71,C85,18.17
C71,C86,31.25
C71,C87,20.76
C71,C88,28.79
C71,C89,24.85
C71,C90,13.05
C72,C57,11.56
C72,C58,14.01
C72,C59,13.64
C72,C60,22.19
C72,C61,19.05
C72,C62,13.48
C72,C63,5.63
C72,C64,23.47
C72,C65,24.68
C72,C66,11.76
C72,C67,8.45
C72,C68,19.69
C72,C69,3.39
C72,C70,18.26
C72,C71,16.76
C72,C72,999.0
C72,C73,11.63
C72,C74,8.04
C72,C75,21.75
C72,C76,24.32
C72,C77,21.88
C72,C78,9.54
C72,C79,17.17
C72,C80,14.04
C72,C81,4.26
C72,C82,4.17
C72,C83,15.69
C72,C84,7.45
C72,C85,14.19
C72,C86,19.94
C72,C87,24.49
C72,C88,21.18
C72,C89,12.87
C72,C90,3.68
C73,C57,13.21
C73,C58,24.28
C73,C59,5.7
C73,C60,14.25
C73,C61,28.28
C73,C62,14.94
C73,C63,16.09
C73,C64,18.2
C73,C65,16.73
C73,C66,22.04
C73,C67,22.62
C73,C68,8.22
C73,C69,13.39
C73,C70,9.23
C73,C71,25.99
C73,C72,12.31
C73,C73,999.0
C73,C74,18.32
C73,C75,17.22
C73,C76,16.37
C73,C77,32.16
C73,C78,17.9
C73,C79,7.77
C73,C80,3.82
C73,C81,14.72
C73,C82,14.64
C73,C83,6.66
C73,C84,6.06
C73,C85,9.06
C73,C86,9.16
C73,C87,19.36
C73,C88,11.66
C73,C89,1.24
C73,C90,12.0
C74,C57,10.02
C74,C58,9.84
C74,C59,15.38
C74,C60,21.78
C74,C61,8.58
C74,C62,9.66
C74,C63,5.7
C74,C64,21.56
C74,C65,24.27
C74,C66,7.6
C74,C67,0.9
C74,C68,21.43
C74,C69,4.97
C74,C70,21.79
C74,C71,13.77
C74,C72,7.83
C74,C73,17.89
C74,C74,999.0
C74,C75,17.94
C74,C76,23.9
C74,C77,17.72
C74,C78,6.64
C74,C79,18.91
C74,C80,19.62
C74,C81,8.0
C74,C82,7.04
C74,C83,21.27
C74,C84,12.55
C74,C85,13.11
C74,C86,25.52
C74,C87,22.58
C74,C88,23.72
C74,C89,19.13
C74,C90,7.04
C75,C57,14.06
C75,C58,21.6
C75,C59,14.28
C75,C60,17.8
C75,C61,20.98
C75,C62,8.89
C75,C63,21.73
C75,C64,12.6
C75,C65,16.68
C75,C66,23.63
C75,C67,18.3
C75,C68,18.4
C75,C69,17.51
C75,C70,19.23
C75,C71,18.69
C75,C72,19.96
C75,C73,17.42
C75,C74,18.75
C75,C75,999.0
C75,C76,17.0
C75,C77,33.75
C75,C78,10.76
C75,C79,16.97
C75,C80,19.16
C75,C81,21.95
C75,C82,20.99
C75,C83,20.81
C75,C84,14.94
C75,C85,9.16
C75,C86,25.06
C75,C87,13.62
C75,C88,17.63
C75,C89,18.66
C75,C90,17.77
C76,C57,17.04
C76,C58,28.37
C76,C59,11.32
C76,C60,5.58
C76,C61,30.86
C76,C62,14.46
C76,C63,27.26
C76,C64,4.75
C76,C65,0.7
C76,C66,30.39
C76,C67,25.06
C76,C68,11.71
C76,C69,22.23
C76,C70,11.86
C76,C71,28.57
C76,C72,24.68
C76,C73,15.48
C76,C74,25.51
C76,C75,15.71
C76,C76,999.0
C76,C77,40.52
C76,C78,20.23
C76,C79,10.29
C76,C80,13.92
C76,C81,25.56
C76,C82,24.61
C76,C83,15.57
C76,C84,18.45
C76,C85,12.66
C76,C86,19.82
C76,C87,10.02
C76,C88,8.94
C76,C89,16.72
C76,C90,22.49
C77,C57,27.34
C77,C58,10.61
C77,C59,28.1
C77,C60,36.65
C77,C61,15.87
C77,C62,24.53
C77,C63,17.35
C77,C64,34.49
C77,C65,39.14
C77,C66,10.41
C77,C67,13.94
C77,C68,34.15
C77,C69,17.85
C77,C70,34.51
C77,C71,20.1
C77,C72,19.83
C77,C73,30.61
C77,C74,14.92
C77,C75,32.8
C77,C76,38.78
C77,C77,999.0
C77,C78,20.69
C77,C79,31.63
C77,C80,32.34
C77,C81,20.0
C77,C82,19.04
C77,C83,33.99
C77,C84,24.54
C77,C85,28.46
C77,C86,38.24
C77,C87,35.51
C77,C88,35.64
C77,C89,31.85
C77,C90,18.88
C78,C57,6.7
C78,C58,10.29
C78,C59,14.45
C78,C60,18.49
C78,C61,11.13
C78,C62,3.4
C78,C63,10.41
C78,C64,13.84
C78,C65,17.92
C78,C66,12.31
C78,C67,6.98
C78,C68,20.5
C78,C69,6.14
C78,C70,18.89
C78,C71,8.84
C78,C72,8.59
C78,C73,16.49
C78,C74,7.43
C78,C75,11.67
C78,C76,20.62
C78,C77,22.44
C78,C78,999.0
C78,C79,17.98
C78,C80,18.23
C78,C81,10.58
C78,C82,9.63
C78,C83,19.88
C78,C84,11.62
C78,C85,8.81
C78,C86,24.13
C78,C87,14.86
C78,C88,17.07
C78,C89,17.73
C78,C90,6.4
C79,C57,13.41
C79,C58,26.05
C79,C59,5.1
C79,C60,7.74
C79,C61,28.54
C79,C62,16.94
C79,C63,20.05
C79,C64,12.74
C79,C65,11.27
C79,C66,24.01
C79,C67,22.74
C79,C68,1.49
C79,C69,15.36
C79,C70,2.33
C79,C71,26.25
C79,C72,16.23
C79,C73,8.07
C79,C74,20.29
C79,C75,17.86
C79,C76,10.91
C79,C77,34.13
C79,C78,17.92
C79,C79,999.0
C79,C80,5.21
C79,C81,19.46
C79,C82,18.51
C79,C83,5.51
C79,C84,10.5
C79,C85,9.02
C79,C86,10.42
C79,C87,15.6
C79,C88,3.46
C79,C89,9.31
C79,C90,13.97
C80,C57,15.09
C80,C58,26.16
C80,C59,5.26
C80,C60,12.06
C80,C61,30.16
C80,C62,18.07
C80,C63,16.9
C80,C64,16.01
C80,C65,14.55
C80,C66,23.92
C80,C67,24.5
C80,C68,5.19
C80,C69,15.26
C80,C70,6.2
C80,C71,27.87
C80,C72,13.12
C80,C73,4.75
C80,C74,20.19
C80,C75,19.1
C80,C76,14.19
C80,C77,34.04
C80,C78,19.77
C80,C79,4.74
C80,C80,999.0
C80,C81,15.53
C80,C82,15.44
C80,C83,3.27
C80,C84,7.96
C80,C85,10.93
C80,C86,6.56
C80,C87,18.88
C80,C88,8.63
C80,C89,4.02
C80,C90,13.88
C81,C57,11.59
C81,C58,11.73
C81,C59,14.73
C81,C60,23.28
C81,C61,13.93
C81,C62,13.07
C81,C63,1.81
C81,C64,24.55
C81,C65,25.77
C81,C66,9.49
C81,C67,6.18
C81,C68,20.78
C81,C69,4.48
C81,C70,21.14
C81,C71,16.36
C81,C72,3.53
C81,C73,13.64
C81,C74,5.77
C81,C75,21.34
C81,C76,25.4
C81,C77,19.61
C81,C78,9.14
C81,C79,18.26
C81,C80,18.97
C81,C81,999.0
C81,C82,2.21
C81,C83,20.62
C81,C84,9.47
C81,C85,15.27
C81,C86,24.87
C81,C87,25.57
C81,C88,22.27
C81,C89,14.88
C81,C90,5.82
C82,C57,10.32
C82,C58,11.08
C82,C59,13.76
C82,C60,22.31
C82,C61,12.67
C82,C62,11.8
C82,C63,2.47
C82,C64,23.58
C82,C65,24.8
C82,C66,8.83
C82,C67,5.52
C82,C68,19.81
C82,C69,3.51
C82,C70,20.17
C82,C71,15.09
C82,C72,2.77
C82,C73,16.26
C82,C74,5.11
C82,C75,20.08
C82,C76,24.43
C82,C77,18.95
C82,C78,7.87
C82,C79,17.29
C82,C80,18.0
C82,C81,1.39
C82,C82,999.0
C82,C83,19.65
C82,C84,9.49
C82,C85,14.3
C82,C86,23.9
C82,C87,24.6
C82,C88,21.3
C82,C89,17.5
C82,C90,6.08
C83,C57,16.58
C83,C58,27.65
C83,C59,6.75
C83,C60,13.55
C83,C61,31.65
C83,C62,19.56
C83,C63,18.39
C83,C64,17.5
C83,C65,16.04
C83,C66,25.41
C83,C67,25.99
C83,C68,5.3
C83,C69,16.75
C83,C70,6.09
C83,C71,29.36
C83,C72,14.61
C83,C73,6.24
C83,C74,21.68
C83,C75,20.59
C83,C76,15.68
C83,C77,35.53
C83,C78,21.26
C83,C79,6.11
C83,C80,2.46
C83,C81,17.02
C83,C82,16.93
C83,C83,999.0
C83,C84,9.45
C83,C85,12.42
C83,C86,5.21
C83,C87,20.37
C83,C88,8.74
C83,C89,5.51
C83,C90,15.37
C84,C57,7.42
C84,C58,19.2
C84,C59,6.22
C84,C60,14.77
C84,C61,23.11
C84,C62,10.94
C84,C63,11.36
C84,C64,16.13
C84,C65,17.26
C84,C66,16.95
C84,C67,17.31
C84,C68,9.89
C84,C69,8.3
C84,C70,10.9
C84,C71,20.82
C84,C72,7.57
C84,C73,4.33
C84,C74,13.23
C84,C75,15.01
C84,C76,16.89
C84,C77,27.07
C84,C78,12.48
C84,C79,9.75
C84,C80,6.69
C84,C81,9.99
C84,C82,9.9
C84,C83,8.34
C84,C84,999.0
C84,C85,6.85
C84,C86,12.59
C84,C87,17.15
C84,C88,12.98
C84,C89,5.57
C84,C90,6.92
C85,C57,4.94
C85,C58,17.65
C85,C59,5.9
C85,C60,11.56
C85,C61,20.0
C85,C62,8.46
C85,C63,15.15
C85,C64,10.44
C85,C65,14.04
C85,C66,19.12
C85,C67,14.34
C85,C68,11.12
C85,C69,10.13
C85,C70,11.95
C85,C71,17.71
C85,C72,12.57
C85,C73,9.04
C85,C74,15.39
C85,C75,9.67
C85,C76,13.68
C85,C77,29.24
C85,C78,8.79
C85,C79,9.69
C85,C80,10.78
C85,C81,13.46
C85,C82,12.5
C85,C83,12.43
C85,C84,6.56
C85,C85,999.0
C85,C86,16.68
C85,C87,11.46
C85,C88,11.8
C85,C89,10.28
C85,C90,10.38
C86,C57,21.16
C86,C58,32.23
C86,C59,11.33
C86,C60,16.62
C86,C61,36.23
C86,C62,24.14
C86,C63,22.97
C86,C64,22.08
C86,C65,20.62
C86,C66,29.99
C86,C67,30.57
C86,C68,9.76
C86,C69,21.33
C86,C70,9.14
C86,C71,33.94
C86,C72,19.19
C86,C73,8.95
C86,C74,26.26
C86,C75,25.17
C86,C76,20.26
C86,C77,40.11
C86,C78,25.84
C86,C79,10.6
C86,C80,6.23
C86,C81,21.6
C86,C82,21.51
C86,C83,5.29
C86,C84,14.03
C86,C85,17.0
C86,C86,999.0
C86,C87,24.95
C86,C88,12.34
C86,C89,9.08
C86,C90,19.95
C87,C57,16.25
C87,C58,25.72
C87,C59,15.13
C87,C60,13.0
C87,C61,28.21
C87,C62,13.44
C87,C63,26.46
C87,C64,6.14
C87,C65,10.21
C87,C66,27.75
C87,C67,22.41
C87,C68,17.25
C87,C69,21.44
C87,C70,17.29
C87,C71,25.92
C87,C72,23.88
C87,C73,18.39
C87,C74,22.86
C87,C75,14.69
C87,C76,10.54
C87,C77,37.87
C87,C78,15.31
C87,C79,17.71
C87,C80,20.13
C87,C81,24.77
C87,C82,23.81
C87,C83,21.78
C87,C84,16.62
C87,C85,11.86
C87,C86,26.03
C87,C87,999.0
C87,C88,14.37
C87,C89,19.63
C87,C90,21.69
C88,C57,16.43
C88,C58,28.62
C88,C59,7.99
C88,C60,4.4
C88,C61,31.12
C88,C62,19.51
C88,C63,22.94
C88,C64,11.27
C88,C65,9.81
C88,C66,30.65
C88,C67,25.32
C88,C68,4.1
C88,C69,21.62
C88,C70,4.14
C88,C71,28.83
C88,C72,19.12
C88,C73,12.25
C88,C74,25.77
C88,C75,20.44
C88,C76,9.44
C88,C77,40.78
C88,C78,20.49
C88,C79,3.8
C88,C80,9.39
C88,C81,22.35
C88,C82,21.39
C88,C83,8.83
C88,C84,13.39
C88,C85,12.04
C88,C86,12.23
C88,C87,14.11
C88,C88,999.0
C88,C89,13.49
C88,C90,16.86
C89,C57,14.46
C89,C58,25.52
C89,C59,6.94
C89,C60,15.49
C89,C61,29.52
C89,C62,16.18
C89,C63,17.33
C89,C64,19.44
C89,C65,17.97
C89,C66,23.28
C89,C67,23.86
C89,C68,8.88
C89,C69,14.63
C89,C70,9.89
C89,C71,27.23
C89,C72,13.55
C89,C73,1.24
C89,C74,19.56
C89,C75,18.46
C89,C76,17.61
C89,C77,33.4
C89,C78,19.14
C89,C79,8.43
C89,C80,3.85
C89,C81,15.96
C89,C82,15.88
C89,C83,5.4
C89,C84,7.3
C89,C85,10.3
C89,C86,9.19
C89,C87,20.6
C89,C88,12.32
C89,C89,999.0
C89,C90,13.24
C90,C57,8.56
C90,C58,12.95
C90,C59,12.05
C90,C60,20.6
C90,C61,15.82
C90,C62,10.24
C90,C63,6.75
C90,C64,21.87
C90,C65,23.09
C90,C66,10.71
C90,C67,7.4
C90,C68,18.1
C90,C69,2.04
C90,C70,18.46
C90,C71,13.53
C90,C72,3.42
C90,C73,10.31
C90,C74,6.99
C90,C75,18.51
C90,C76,22.72
C90,C77,20.83
C90,C78,6.31
C90,C79,15.58
C90,C80,16.29
C90,C81,6.17
C90,C82,5.21
C90,C83,17.94
C90,C84,6.13
C90,C85,12.59
C90,C86,22.19
C90,C87,22.89
C90,C88,19.59
C90,C89,11.55
C90,C90,999.0
